all_average=[-95.78447536,-143.59540176,-192.56476449,-169.74037589,-189.96336232
,-187.14546238,-185.85922762,-185.7911376,-193.26207641,-189.47347348
,-207.53971007,-197.39025636,-192.72026283,-184.90650097,-177.30000399
,-178.99970623,-177.2158934,-181.49338127,-182.26493708,-187.29820505
,-183.74834721,-195.52216129,-190.28300181,-182.11244755,-179.85008454
,-176.73101019,-185.73721269,-184.09262023,-182.47011798,-181.26231078
,-179.75859025,-177.65652157,-175.58789002,-176.60455101,-175.78906749
,-172.90570683,-171.96891316,-170.69981869,-168.6031753,-163.89315678
,-164.53383185,-166.70906444,-165.7381625,-164.14350191,-163.19450236
,-164.23206466,-163.51951057,-166.48173132,-165.63920429,-168.96599492
,-167.92637889,-166.58078513,-166.34021606,-165.36110244,-165.61011918
,-163.71393245,-161.73561812,-162.59255837,-161.35659312,-160.81348575
,-159.68182112,-158.42933898,-156.98040149,-154.19193104,-152.36315085
,-151.59859727,-153.89898599,-152.40352192,-150.91004125,-153.37950184
,-151.51102329,-150.46592045,-149.30874781,-148.98869823,-149.11815853
,-148.55151593,-147.27460475,-146.95105915,-145.59650658,-144.62131927
,-143.55912829,-142.85291503,-143.75591177,-143.13510142,-141.47487122
,-141.22269324,-141.10560847,-140.01296069,-139.63327801,-139.23321458
,-140.29581343,-139.34991713,-138.53448214,-137.37674236,-136.62262479
,-136.10735037,-141.74963262,-142.52231046,-141.48452593,-140.07928678
,-141.36932903,-139.73034396,-136.95712265,-138.82963724,-138.77702631
,-137.13621412,-135.61830567,-133.81044359,-130.47152876,-132.81009418
,-129.38805963,-127.25632594,-126.19510737,-125.30989306,-124.86781043
,-125.36988961,-121.35316767,-117.38281243,-117.54978512,-116.45341695
,-116.80317101,-109.85674152,-110.39409669,-107.85122123,-107.3287566
,-107.76790299,-103.80578947,-99.73692982,-98.46482172,-95.35364181
,-91.74072413,-88.70223253,-85.38597873,-81.35343763,-79.43861288
,-80.40227262,-78.93472134,-75.69668307,-74.74965651,-72.60066874
,-68.40381708,-68.43687417,-65.12571978,-61.63862233,-57.56049369
,-52.84114294,-51.81590135,-46.48689226,-42.88396797,-37.10175273
,-33.21387153,-29.33259485,-25.46481775,-22.40154183,-18.0558233
,-15.66352372,-16.96412124,-12.78095077,-10.04797801,-7.70938833
,-7.51807662,-4.1665461,-3.65358586,-5.92807935,-4.34702813
,-0.5825652,2.21468418,0.53273922,2.75165228,8.16115559
,8.19443444,8.4513039,9.26553935,13.60692204,13.39562146
,16.51492005,18.68629005,21.9160176,21.69558638,24.84576318
,24.10491436,27.30333187,32.26193555,36.19558413,38.76913474
,42.5906493,43.21651698,45.41068469,49.09962494,52.94273877
,54.29550036,54.1668902,53.89954224,52.60383449,55.89858963
,56.42885701,66.07382205,70.97627572,73.91336108,76.66860188
,77.66991729,78.11556887,80.71153545,85.74332841,91.28068592
,90.29385047,93.1292953,95.2506662,93.97566184,97.53849536
,99.30090303,97.21496409,96.92612056,96.51219679,99.07828381
,103.66166835,102.98168933,101.00196487,103.91135401,107.77334557
,110.96225195,110.7795751,114.56269815,114.5909637,117.51050171
,120.49651344,122.73304117,119.06521105,117.72438044,118.59477094
,119.03975523,119.22478121,119.18320111,119.95070534,117.03657243
,117.40229346,120.03830713,115.67056778,114.10042031,113.67147865
,110.69611568,114.89359291,110.06279387,109.89024824,108.76348971
,108.85336177,110.93644878,111.52430064,111.94771751,109.52946735
,108.10256056,107.61018863,106.55257981,104.11650667,103.5257731
